cost_mult,net_return,n_trades,profit_factor,max_dd
1.0,0.053779029396524125,721,1.3350824493447346,0.0392657463352617
1.5,0.01549676400903155,721,1.3350824493447346,0.0392657463352617
2.0,-0.02139666615386071,721,1.3350824493447346,0.0392657463352617
