ret12_threshold,pct_bars_active,net_return,profit_factor,n_trades,max_dd,months_positive
0.0,50.0,0.053779029396524125,1.3350824493447346,721,0.0392657463352617,5
0.0001,45.14329468387661,0.048733071792735005,1.3233494820557126,715,0.03926574633526201,5
0.0002,40.3400666034663,0.051185421303144185,1.3307369974440693,706,0.0392657463352616,5
0.0003,35.89112520965507,0.04779056323338238,1.321132658775773,698,0.03926574633526158,5
