n,min_range,hold_bars,net_return,profit_factor,sharpe,max_dd,n_trades,cost_mult
8,0.0002,12,-0.16952243590033833,0.8948807209374489,-2.8269859552351613,0.17301033026198537,2322,1.0
8,0.0002,12,-0.26056498642472503,0.8394506214725476,-4.567597660908083,0.26176338701210966,2322,1.5
8,0.0002,12,-0.3416306616485172,0.7904868188459523,-6.263447387810995,0.3425990592837859,2322,2.0
