event_name,event_time_utc,bar_time_utc,bar_lag_min,close_at_T,ret_1,ret_3,ret_6,ret_12,initial_move,pre_vol,trend_label,trend_strength,dir_ret_1,dir_ret_3,dir_ret_6,dir_ret_12,behavior_6,trend_agrees
ECB,2025-09-11 13:45:00+00:00,2025-09-11 13:45:00+00:00,0.0,1.17307,0.0003324609784581401,0.0006990205188096558,0.001116727902000667,0.0003239363379849855,1,0.0006672002762972142,up,0.00023631824763570286,0.0003324609784581401,0.0006990205188096558,0.001116727902000667,0.0003239363379849855,drift,True
BoE,2025-08-07 12:00:00+00:00,2025-08-07 12:00:00+00:00,0.0,1.1642,1.717917883536422e-05,0.0007043463322453556,0.0013485655385673178,0.0010221611406974957,1,0.00032078594634927116,up,0.0037705451865561734,1.717917883536422e-05,0.0007043463322453556,0.0013485655385673178,0.0010221611406974957,drift,True
CPI,2025-08-13 12:30:00+00:00,2025-08-13 12:30:00+00:00,0.0,1.17104,-0.00023910370269167403,-0.0007087716901216938,-0.0012809126929908942,-0.0007941658696544075,-1,0.00025307481984254964,up,0.007606126719647888,0.00023910370269167403,0.0007087716901216938,0.0012809126929908942,0.0007941658696544075,drift,False
NFP,2025-08-01 12:30:00+00:00,2025-08-01 12:30:00+00:00,0.0,1.15089,0.00031280139717969395,0.0032409700318883745,0.002876035068512129,0.005604358366134094,1,0.0002937667189132313,down,-0.0006227659338504665,0.00031280139717969395,0.0032409700318883745,0.002876035068512129,0.005604358366134094,drift,False
CPI,2025-09-10 12:30:00+00:00,2025-09-10 12:30:00+00:00,0.0,1.17186,-0.0008704111412624366,-0.0014848190056831472,-0.0016298875292269182,0.00023893639171919682,-1,0.00032087392327026396,up,0.0023855948350848255,0.0008704111412624366,0.0014848190056831472,0.0016298875292269182,-0.00023893639171919682,drift,False
NFP,2025-09-05 12:30:00+00:00,2025-09-05 12:30:00+00:00,0.0,1.17339,-0.000383504205762653,-0.00023862483914115166,2.556694705083092e-05,-0.000732919148790991,-1,0.0002758097137937711,down,-0.001208746561069507,0.000383504205762653,0.00023862483914115166,-2.556694705083092e-05,0.000732919148790991,reversion,True
FOMC,2025-10-29 18:00:00+00:00,2025-10-29 18:00:00+00:00,0.0,1.16405,0.00011167905158709976,1.7181392551788134e-05,0.0003264464584855006,-0.00518018985438768,1,0.00013710273429410813,down,-0.0040558467351574645,0.00011167905158709976,1.7181392551788134e-05,0.0003264464584855006,-0.00518018985438768,drift,False
ECB,2025-10-16 13:45:00+00:00,2025-10-16 13:45:00+00:00,0.0,1.16631,-0.0002400733938661745,-0.0005916094348842566,0.0005401651361988927,0.0007373682811603116,-1,0.00027132410916462496,up,0.0012539222363630032,0.0002400733938661745,0.0005916094348842566,-0.0005401651361988927,-0.0007373682811603116,reversion,False
BoE,2025-09-18 12:00:00+00:00,2025-09-18 12:00:00+00:00,0.0,1.18225,-0.00035525481074230234,-0.00037217170649185533,-0.0018016493973355594,-0.0027067033199408685,-1,0.00017946834624975628,up,0.003093696152317582,0.00035525481074230234,0.00037217170649185533,0.0018016493973355594,0.0027067033199408685,drift,False
CPI,2025-10-15 12:30:00+00:00,2025-10-15 12:30:00+00:00,0.0,1.16215,8.604741212464408e-06,2.581422363720216e-05,-0.0008346598976035068,8.604741212407088e-05,1,0.00026129128684741716,up,0.0017752195835833984,8.604741212464408e-06,2.581422363720216e-05,-0.0008346598976035068,8.604741212407088e-05,reversion,True
NFP,2025-10-03 12:30:00+00:00,2025-10-03 12:30:00+00:00,0.0,1.17328,-5.966180280923095e-05,0.0002983090140459655,0.0004602481930996735,0.0005454793399699764,-1,0.00021329887477661644,down,-0.003962955170948135,5.966180280923095e-05,-0.0002983090140459655,-0.0004602481930996735,-0.0005454793399699764,reversion,True
CPI,2025-11-12 13:30:00+00:00,2025-11-12 13:30:00+00:00,0.0,1.15687,-2.593204076514603e-05,0.00014694823100262213,0.00027660843482835227,-0.0003544045571239823,-1,0.00016607230375766002,up,0.0034469984851990265,2.593204076514603e-05,-0.00014694823100262213,-0.00027660843482835227,0.0003544045571239823,reversion,False
NFP,2025-11-07 13:30:00+00:00,2025-11-07 13:30:00+00:00,0.0,1.15632,0.00014701812647018427,-8.648125086537907e-06,0.0005534800055347775,0.0007869793828697648,1,0.00024025797715601543,up,0.0030277367732629568,0.00014701812647018427,-8.648125086537907e-06,0.0005534800055347775,0.0007869793828697648,drift,True
FOMC,2025-12-10 19:00:00+00:00,2025-12-10 19:00:00+00:00,0.0,1.16688,0.00011997806115455659,0.00010283833813255864,0.00043706293706294606,0.0016197038255863238,1,0.00013426627951216994,up,0.0013127553179543838,0.00011997806115455659,0.00010283833813255864,0.00043706293706294606,0.0016197038255863238,drift,True
ECB,2025-12-11 13:45:00+00:00,2025-12-11 13:45:00+00:00,0.0,1.17344,3.40878101991069e-05,0.00012782928824641435,0.0006647122988819223,0.0006817562039813811,1,0.0002860358021318955,down,-0.0008149190227836334,3.40878101991069e-05,0.00012782928824641435,0.0006647122988819223,0.0006817562039813811,drift,False
BoE,2025-11-06 12:00:00+00:00,2025-11-06 12:00:00+00:00,0.0,1.15157,0.0004255060482646313,0.0006165495801384096,0.00038208706374774957,0.00155439964570105,1,0.00013229615375639738,up,0.00045632316961552455,0.0004255060482646313,0.0006165495801384096,0.00038208706374774957,0.00155439964570105,drift,True
CPI,2025-12-10 13:30:00+00:00,2025-12-10 13:30:00+00:00,0.0,1.16356,-0.00010313176802218877,0.000154697652033474,0.0002922066760631226,0.000154697652033474,-1,0.00023408265529914198,up,0.003301611629783041,0.00010313176802218877,-0.000154697652033474,-0.0002922066760631226,-0.000154697652033474,reversion,False
NFP,2025-12-05 13:30:00+00:00,2025-12-05 13:30:00+00:00,0.0,1.16507,9.441492785845872e-05,0.00010299810311817999,0.00048065781455182427,-0.0002574952577956406,1,0.00021444193179552396,up,0.006671296300260421,9.441492785845872e-05,0.00010299810311817999,0.00048065781455182427,-0.0002574952577956406,drift,True
